#### EXPORT DONNEES METEO POUR "MONTRéAL" (LAT/LON: 45.5086699/-73.5539925)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2020-01-24,-1,-5,12,-5,-2,-1,0,94,6.375,1028,97.125,0,0,-9,122,143,260,0,1,3.5,météo très défavorable,16:49:00,07:24:00,-5
2020-01-25,-1,-7,14,-7,-4,-1,6.5,97,4.5,1027,91.125,0,0,-12,143,122,302,0,1,3.5,météo très défavorable,16:50:00,07:23:00,-7
2020-01-26,1,-5,15,1,1,-1,7.6,100,6.875,1010,100,1,1,-3,296,122,332,1.7,1,3.5,météo très défavorable,16:52:00,07:23:00,1
2020-01-27,1,-5,15,0,-0,-0,0.5,97,8.5,1005,92.75,1,1,-5,122,119,326,0.2,1,3.5,météo très défavorable,16:53:00,07:22:00,1
2020-01-28,-3,-6,9,-5,-6,-5,0.4,92,8.375,1014,88,0,0,-10,332,119,143,0.3,1,5.2,météo très défavorable,16:54:00,07:20:00,-4
2020-01-29,-6,-10,7,-9,-9,-7,0.1,86,10,1025,5.375,0,0,-13,113,113,116,0,2,8.7,météo très défavorable,16:56:00,07:19:00,-8
2020-01-30,-10,-16,3,-16,-12,-11,0,89,10,1028,38.5,0,0,-16,116,122,122,0,2,7,météo très défavorable,16:57:00,07:18:00,-14
2020-01-31,-6,-15,1,-15,-9,-7,0.2,90,9.625,1027,44,0,0,-15,116,116,122,0.2,2,8.7,météo très défavorable,16:59:00,07:17:00,-14
2020-02-01,-3,-11,5,-9,-5,-3,1.9,97,6,1022,90.625,0,0,-11,338,329,326,1.5,1,3.7,météo très défavorable,17:00:00,07:16:00,-8
2020-02-02,-4,-8,4,-7,-5,-5,0.7,96,9,1007,99.25,0,0,-8,326,326,326,0.5,1,3.7,météo très défavorable,17:02:00,07:15:00,-6
2020-02-03,0,-10,22,-9,-2,-0,2.6,97,4.375,1011,94.5,0,0,-10,143,338,368,1.9,1,3.7,météo très défavorable,17:03:00,07:14:00,-8
2020-02-04,-1,-6,5,-6,-2,-1,0,97,7.875,1012,71.75,0,0,-6,116,260,122,0,2,5.4,météo très défavorable,17:05:00,07:12:00,-5
2020-02-05,-5,-13,11,-10,-11,-11,0.2,85,9.875,1022,45.875,0,0,-17,116,122,116,0.1,1,5.4,météo très défavorable,17:06:00,07:11:00,-8
2020-02-06,-7,-16,18,-10,-8,-8,20.5,95,4.375,1021,91.5,0,0,-16,338,338,350,17.4,1,3.7,météo très défavorable,17:08:00,07:10:00,-11
2020-02-07,-5,-11,28,-6,-8,-9,39,94,1.25,999,99.875,0,0,-17,230,230,338,21.2,1,3.8,météo très défavorable,17:09:00,07:08:00,-5
2020-02-08,-12,-21,21,-20,-19,-17,1.6,88,8.375,1030,66.75,0,0,-31,116,122,116,0.8,1,7.1,météo très défavorable,17:11:00,07:07:00,-16
2020-02-09,-11,-24,7,-24,-16,-12,0.2,91,9.625,1034,38.125,0,0,-28,116,116,326,0.2,2,8.7,météo très défavorable,17:12:00,07:06:00,-23
2020-02-10,-1,-12,9,-3,-2,-1,14.7,98,2.625,1024,94.375,0,0,-6,338,338,338,12,1,3.8,météo très défavorable,17:14:00,07:04:00,-5
2020-02-11,-1,-7,5,-6,-3,-2,0.4,98,6.125,1021,90.375,0,0,-7,326,326,371,0.3,1,3.8,météo très défavorable,17:15:00,07:03:00,-7
2020-02-12,-1,-7,21,-6,-4,-2,0.3,90,9,1017,56.375,0,0,-13,116,122,116,0.2,1,5.4,météo très défavorable,17:16:00,07:01:00,-4
2020-02-13,-2,-16,23,-2,-11,-13,9,98,4,1013,97.875,0,0,-20,338,338,338,7.7,1,3.8,météo très défavorable,17:18:00,07:00:00,-4
2020-02-14,-16,-23,12,-23,-19,-19,0.2,85,9,1035,62.875,0,0,-29,113,122,122,0.1,1,7.1,météo très défavorable,17:19:00,06:58:00,-19
2020-02-15,-8,-24,18,-23,-12,-9,0.1,94,7.375,1036,70.5,0,0,-29,143,332,116,0,1,4,météo très défavorable,17:21:00,06:57:00,-24
2020-02-16,-0,-12,23,-4,-0,-0,3.8,94,3.625,1018,96.75,0,0,-10,338,338,338,3.2,1,4,météo très défavorable,17:22:00,06:55:00,-5
2020-02-17,-5,-16,7,-16,-12,-12,1.2,90,8.375,1032,50,0,0,-21,116,122,113,0.6,1,5.6,météo très défavorable,17:24:00,06:54:00,-12
2020-02-18,-0,-17,26,-16,-8,-0,10.5,95,7.5,1033,75.5,1,2,-22,122,338,296,4.6,2,4,météo très défavorable,17:25:00,06:52:00,-17
2020-02-19,-4,-13,31,-6,-7,-11,1.3,90,6.75,1028,83,0,0,-18,332,338,119,0.6,1,4,météo très défavorable,17:27:00,06:50:00,-4
2020-02-20,-15,-23,17,-23,-17,-16,0,89,10,1034,36.75,0,0,-28,116,122,116,0,2,7.1,météo très défavorable,17:28:00,06:49:00,-20
2020-02-21,-4,-19,22,-19,-9,-4,0,97,7.875,1033,67.125,0,0,-26,143,122,116,0,2,4.1,météo très défavorable,17:30:00,06:47:00,-18
2020-02-22,-1,-5,21,-5,-3,-1,0.3,89,10,1019,79.125,0,0,-12,119,326,368,0.2,1,4.1,météo très défavorable,17:31:00,06:45:00,-5
2020-02-23,1,-3,13,-2,-1,1,0.1,100,6.625,1019,90.125,1,0,-7,122,248,143,0,1,4.1,météo très défavorable,17:32:00,06:44:00,-3
2020-02-24,1,-3,16,-2,1,0,0,100,10,1016,73.625,1,1,-6,122,368,119,0,2,4.1,météo très défavorable,17:34:00,06:42:00,-3
2020-02-25,-0,-3,13,-2,-1,-1,0,96,10,1017,82.125,0,0,-5,122,122,119,0,1,4.1,météo très défavorable,17:35:00,06:40:00,-1
2020-02-26,1,-5,19,-1,1,-0,27.5,100,7.5,1015,96.75,1,3,-7,302,302,308,0,1,4.1,météo très défavorable,17:37:00,06:38:00,-2
2020-02-27,2,-4,28,1,1,-1,23,93,5.75,999,89.5,2,3,-6,230,122,119,7,1,4.1,météo très défavorable,17:38:00,06:37:00,2
2020-02-28,-4,-10,24,-7,-9,-10,1.2,82,6.875,1008,100,0,0,-17,338,122,371,0.8,1,4.1,météo très défavorable,17:39:00,06:35:00,-5
2020-02-29,-10,-13,21,-13,-11,-11,0.5,91,8.125,1013,97.75,0,0,-21,332,332,122,0.3,1,4.2,météo très défavorable,17:41:00,06:33:00,-13
2020-03-01,-8,-14,15,-13,-10,-8,0,90,10,1018,36.625,0,0,-21,116,116,116,0,2,8.7,météo très défavorable,17:42:00,06:31:00,-12
2020-03-02,0,-11,21,-7,-2,0,14.9,96,5.5,1020,93,1,2,-13,338,311,302,1.3,1,4.2,météo très défavorable,17:44:00,06:30:00,-9
2020-03-03,1,-4,9,-1,0,-0,4.8,95,4.625,1008,80,1,1,-5,122,143,143,2.8,1,7.2,météo très défavorable,17:45:00,06:28:00,0
2020-03-04,1,-5,26,0,1,1,19.5,90,6,1003,88,1,1,-7,338,227,368,7.4,1,4.2,météo très défavorable,17:46:00,06:26:00,1
2020-03-05,2,-2,15,-2,1,2,0,81,10,1017,47.625,2,0,-7,116,116,122,0,2,8.7,météo très défavorable,17:48:00,06:24:00,-1
2020-03-06,0,-3,26,-1,0,-2,3.1,88,7.25,1018,98.25,0,0,-6,122,122,230,0,1,4.2,météo très défavorable,17:49:00,06:22:00,-1
2020-03-07,-4,-11,13,-11,-6,-4,0,85,10,1028,17.75,0,0,-17,113,116,116,0,2,8.7,météo très défavorable,17:50:00,06:21:00,-9
2020-03-08,1,-9,15,-3,0,1,0,96,8,1026,62.625,1,1,-8,116,143,119,0,2,7.2,météo très défavorable,17:52:00,06:19:00,-4
2020-03-09,1,-7,14,-0,-5,-6,7.6,96,7.625,1022,100,1,0,-11,296,350,350,4.5,1,4.3,météo très défavorable,17:53:00,06:17:00,1
2020-03-10,5,-1,14,3,5,4,27.2,99,6.125,1019,98.75,5,5,0,302,302,308,0,1,4.3,météo très défavorable,17:54:00,06:15:00,1
2020-03-11,0,-4,13,-3,-2,-1,0.8,66,9.75,1023,53.875,0,0,-8,116,116,122,0,1,8.7,météo très défavorable,17:56:00,06:13:00,-2
2020-03-12,1,-4,14,-4,-1,1,0.2,75,9.625,1022,64.875,1,0,-9,116,116,122,0,2,5.8,météo très défavorable,17:57:00,06:11:00,-3
2020-03-13,6,-4,40,4,6,6,12.2,83,8.125,1017,70.375,6,3,-1,296,305,116,0,2,4.3,météo très défavorable,17:58:00,06:09:00,2
2020-03-14,3,-1,32,0,2,2,0,63,10,1029,49,3,0,-7,122,113,116,0,1,10.2,météo très défavorable,18:00:00,06:08:00,1
2020-03-15,-1,-8,14,-7,-5,-1,0,50,10,1039,8,0,0,-13,113,116,116,0,2,11.6,météo très défavorable,18:01:00,06:06:00,-5
2020-03-16,0,-8,11,-8,-4,0,0,56,10,1040,74.25,0,0,-13,122,122,122,0,2,6,météo très défavorable,18:02:00,06:04:00,-6
2020-03-17,3,-4,26,0,1,3,20.3,99,6.375,1024,90.75,3,2,-6,338,338,182,8.2,1,6,météo très défavorable,18:03:00,06:02:00,0
2020-03-18,1,-4,11,-4,-1,1,0,70,10,1034,8.5,1,0,-8,116,116,116,0,2,12.1,météo très défavorable,18:05:00,06:00:00,-2
2020-03-19,4,-3,13,-3,1,3,0.1,77,10,1033,50.625,4,1,-8,116,122,176,0,2,11.8,météo très défavorable,18:06:00,05:58:00,-2
2020-03-20,15,-1,25,4,10,15,15.9,96,6.625,1019,90.875,15,11,1,302,356,176,0,3,7.8,météo très défavorable,18:07:00,05:56:00,3
2020-03-21,3,-6,16,-5,-3,-2,0,41,10,1034,20.375,4,0,-11,113,116,116,0,1,12.5,météo très défavorable,18:09:00,05:55:00,-3
2020-03-22,-0,-7,9,-7,-2,-1,0,47,10,1043,3,0,0,-11,116,113,116,0,2,12.6,météo très défavorable,18:10:00,05:53:00,-6
2020-03-23,3,-4,28,-3,2,2,1.2,57,8,1039,79.625,3,1,-7,122,122,338,0.4,2,7.9,météo très défavorable,18:11:00,05:51:00,-4
2020-03-24,4,-4,5,1,3,3,4,98,7.5,1022,92.375,4,3,-1,326,176,176,0,1,7.9,météo très défavorable,18:13:00,05:49:00,1
2020-03-25,6,-1,17,-1,4,5,0,93,7.125,1023,64,6,0,-3,116,122,119,0,1,11.9,météo très défavorable,18:14:00,05:47:00,0
2020-03-26,7,1,26,1,6,7,2.5,87,8.75,1019,83.5,7,4,-3,176,116,296,0,1,9.3,météo très défavorable,18:15:00,05:45:00,1
2020-03-27,7,1,15,1,4,7,0,89,9.375,1016,50.125,7,3,-2,122,116,113,0,1,10.6,météo très défavorable,18:16:00,05:43:00,2
2020-03-28,9,2,7,2,6,9,0,66,10,1021,29.125,9,0,1,116,122,116,0,3,11.9,météo très défavorable,18:18:00,05:41:00,3
2020-03-29,5,3,22,3,4,5,46.3,94,7.5,1021,86.75,5,4,-1,302,308,302,0,2,8,météo très défavorable,18:19:00,05:39:00,3
2020-03-30,7,3,14,6,7,6,24.3,96,7.25,1012,100,7,6,3,266,296,302,0,2,8,météo très défavorable,18:20:00,05:38:00,7
2020-03-31,6,0,22,-0,4,5,0.9,77,8.375,1019,40.125,6,1,-6,116,116,116,0.4,1,12.9,météo très défavorable,18:22:00,05:36:00,1
2020-04-01,4,-1,18,-1,3,4,0.1,84,9.625,1018,87.625,4,2,-6,122,122,122,0.1,1,8.1,météo très défavorable,18:23:00,05:34:00,-1
2020-04-02,8,1,16,1,6,6,0.8,89,6.625,1015,94,8,4,-1,122,122,266,0,1,8.1,météo très défavorable,18:24:00,05:32:00,1
2020-04-03,8,4,24,4,8,7,2.6,85,9.75,1020,98.75,8,3,-0,122,122,122,0,2,8.1,météo très défavorable,18:25:00,05:30:00,5
2020-04-04,9,1,14,1,7,9,0,90,10,1020,52,9,2,-3,116,119,116,0,3,10.7,météo très défavorable,18:27:00,05:28:00,2
2020-04-05,9,5,9,5,6,9,1.6,86,9.375,1018,83.5,9,6,4,122,296,176,0,2,8.1,météo très défavorable,18:28:00,05:26:00,5
2020-04-06,9,1,19,1,6,9,0,73,10,1020,13.625,9,1,-1,116,116,116,0,3,13.1,météo très défavorable,18:29:00,05:24:00,3
2020-04-07,12,4,3,4,10,11,0,65,10,1018,13.25,12,0,4,116,116,116,0,3,13.1,météo très défavorable,18:31:00,05:23:00,4
2020-04-08,7,0,16,0,4,6,0,69,10,1008,38.5,7,0,-4,122,116,116,0,2,10.7,météo très défavorable,18:32:00,05:21:00,1
2020-04-09,4,-3,15,0,3,1,20.5,97,7.5,1002,84.375,4,4,-4,311,308,182,0,1,8.2,météo très défavorable,18:33:00,05:19:00,0
2020-04-10,5,-1,21,1,3,5,11.8,96,5,995,94.875,5,1,-3,338,317,182,7.3,1,8.2,météo très défavorable,18:35:00,05:17:00,1
2020-04-11,6,0,26,0,4,6,0,70,10,1011,55.125,6,0,-5,122,119,116,0,2,10.8,météo très défavorable,18:36:00,05:15:00,1
2020-04-12,8,2,19,2,8,7,0.9,83,9,1018,82.75,8,5,-2,119,266,176,0,2,9.5,météo très défavorable,18:37:00,05:13:00,2
2020-04-13,14,7,31,8,11,14,27.5,90,7.25,1016,88.875,14,11,5,302,308,302,0,3,8.3,météo très défavorable,18:38:00,05:12:00,7
2020-04-14,8,3,34,3,6,7,1,58,8.375,1013,75.125,8,2,-3,227,176,176,0,2,9.6,météo très défavorable,18:40:00,05:10:00,4
2020-04-15,6,0,18,0,4,6,0.2,51,9.75,1014,55.375,6,0,-4,116,116,116,0.1,1,12,météo très défavorable,18:41:00,05:08:00,1
2020-04-16,6,0,25,0,4,5,0.5,58,9.375,1015,54.125,6,0,-4,116,116,116,0.3,1,12,météo très défavorable,18:42:00,05:06:00,1
2020-04-17,6,0,21,0,5,6,0,59,10,1018,42.75,6,0,-5,119,116,116,0,2,12.1,météo très défavorable,18:44:00,05:04:00,1
2020-04-18,9,1,12,1,8,9,0,61,10,1014,17.125,9,0,-1,116,116,116,0,3,13.4,météo très défavorable,18:45:00,05:03:00,1
2020-04-19,8,4,26,4,7,7,3.5,83,7.5,1007,94.125,8,5,-1,122,296,296,0.9,2,8.4,météo très défavorable,18:46:00,05:01:00,4
2020-04-20,8,-1,13,-1,5,7,1,58,8.75,1011,47.5,8,0,-5,113,116,122,0.3,1,13.9,météo très défavorable,18:48:00,04:59:00,0
2020-04-21,10,1,33,2,10,6,5.6,67,9,1006,58.25,10,3,-2,116,302,335,1.1,3,11,météo très défavorable,18:49:00,04:57:00,1
2020-04-22,3,-4,33,-4,-0,3,0.5,54,6.875,1008,78.75,3,0,-11,230,227,116,0,1,8.7,météo très défavorable,18:50:00,04:56:00,-2
2020-04-23,6,-3,20,-3,2,6,0,49,10,1013,9,6,0,-10,113,116,116,0,2,14,météo très défavorable,18:51:00,04:54:00,-3
2020-04-24,10,-1,19,-1,7,9,0,68,10,1016,25.875,10,0,-5,116,116,116,0,3,14,météo très défavorable,18:53:00,04:52:00,-1
2020-04-25,13,2,9,2,10,11,0,59,10,1019,17.875,13,0,-0,116,116,119,0,3,14,météo correcte,18:54:00,04:51:00,3
2020-04-26,13,5,22,5,11,11,0.5,60,8.875,1021,86.875,13,1,1,122,119,266,0,3,8.8,météo très défavorable,18:55:00,04:49:00,5
2020-04-27,8,4,29,4,7,7,11.2,84,9,1017,100,8,4,-1,302,122,176,0,2,8.8,météo très défavorable,18:57:00,04:48:00,6
2020-04-28,10,3,14,3,8,10,0,61,10,1020,81.75,10,0,-1,122,122,116,0,2,8.8,météo très défavorable,18:58:00,04:46:00,3
2020-04-29,15,4,20,4,13,14,0.2,76,9.625,1023,41.25,15,5,2,116,119,122,0,4,12.2,météo correcte,18:59:00,04:44:00,4
2020-04-30,16,7,35,7,13,16,8.8,68,8.5,1021,82.375,16,8,3,299,122,119,0,3,9.1,météo défavorable,19:01:00,04:43:00,7
2020-05-01,11,10,14,10,10,10,31.6,96,7,1013,93.625,11,10,8,308,308,296,0,3,9.1,météo très défavorable,19:02:00,04:41:00,11
2020-05-02,16,6,14,6,12,15,0,68,10,1013,11.625,16,5,4,116,116,116,0,4,14.5,météo correcte,19:03:00,04:40:00,7
2020-05-03,18,10,26,10,15,17,7.2,88,9.375,1007,87.75,18,9,8,296,353,176,0,3,9.2,météo défavorable,19:04:00,04:38:00,10
2020-05-04,12,9,23,9,11,10,2,77,8,1009,90.375,12,6,7,353,266,176,0,3,9.2,météo défavorable,19:06:00,04:37:00,9
2020-05-05,12,2,15,2,9,12,1.6,86,7,1013,84.375,12,2,-2,338,119,116,0.8,2,9.2,météo très défavorable,19:07:00,04:36:00,3
2020-05-06,14,5,10,5,12,14,0,77,10,1013,49.375,14,2,3,116,116,122,0,3,14.5,météo correcte,19:08:00,04:34:00,6
2020-05-07,13,6,24,6,12,12,0.8,68,9.875,1008,41.5,13,1,5,116,176,176,0,4,12.4,météo correcte,19:09:00,04:33:00,7
2020-05-08,9,3,28,3,6,8,12.2,86,8.25,1002,80.375,9,3,-2,338,176,116,2,2,10.3,météo très défavorable,19:11:00,04:31:00,4
2020-05-09,8,2,27,2,7,8,1.2,58,9.875,1006,57.75,8,0,-1,116,353,176,0,3,11.4,météo très défavorable,19:12:00,04:30:00,2
2020-05-10,11,3,29,3,7,11,0.1,63,10,1007,73.875,11,2,-2,119,116,176,0,2,11.4,météo très défavorable,19:13:00,04:29:00,3
2020-05-11,12,5,8,5,10,12,0,69,10,1009,78.125,12,2,3,119,122,116,0,2,9.3,météo très défavorable,19:14:00,04:28:00,5
2020-05-12,9,0,21,-0,6,8,0.2,51,10,1014,54.5,9,0,-4,116,116,122,0.1,2,13.5,météo très défavorable,19:16:00,04:26:00,1
2020-05-13,12,3,20,3,9,12,0,46,10,1023,17.375,12,0,0,116,116,116,0,3,14.5,météo très défavorable,19:17:00,04:25:00,3
2020-05-14,15,4,16,4,12,15,0,70,10,1026,25.125,15,2,1,116,119,116,0,4,13.5,météo correcte,19:18:00,04:24:00,5
2020-05-15,11,8,14,8,10,10,10.9,88,7.125,1016,94.625,11,8,7,296,266,302,0,2,9.4,météo défavorable,19:19:00,04:23:00,9
2020-05-16,19,8,15,9,16,19,26.3,85,8.75,1021,59.125,19,8,6,299,116,116,0,3,13.5,météo très défavorable,19:20:00,04:22:00,8
2020-05-17,21,12,8,12,19,20,0,78,10,1024,25.625,22,10,12,116,116,116,0,5,14.5,météo favorable,19:21:00,04:21:00,12
2020-05-18,17,8,19,9,14,16,0,51,10,1026,27,17,6,6,116,116,116,0,3,14.5,météo correcte,19:23:00,04:20:00,11
2020-05-19,18,7,21,7,15,17,0,61,10,1029,44,18,6,4,116,122,116,0,4,11.4,météo correcte,19:24:00,04:19:00,8
2020-05-20,23,8,9,9,20,22,0,64,10,1032,2.75,24,8,8,113,116,116,0,5,14.5,météo favorable,19:25:00,04:18:00,8
2020-05-21,22,13,21,13,20,21,0,73,10,1028,11,24,10,12,116,116,113,0,5,14.5,météo favorable,19:26:00,04:17:00,14
2020-05-22,24,12,19,12,20,23,0,63,10,1022,1.75,25,13,10,113,113,116,0,5,14.5,météo favorable,19:27:00,04:16:00,13
2020-05-23,20,13,22,13,18,19,0,44,10,1021,25.25,20,9,11,116,116,116,0,5,14.5,météo favorable,19:28:00,04:15:00,15
2020-05-24,22,11,13,11,19,22,0,57,10,1024,10.5,24,11,11,116,116,116,0,5,14.5,météo favorable,19:29:00,04:14:00,11
2020-05-25,20,13,18,14,13,20,4.6,78,9.75,1020,69.375,20,15,12,122,296,119,0,5,10.5,météo défavorable,19:30:00,04:13:00,14
2020-05-26,29,18,14,18,25,29,0.2,94,7.625,1020,56,32,20,18,353,116,116,0,5,11.5,météo correcte,19:31:00,04:12:00,18
2020-05-27,31,21,14,21,29,30,5.4,85,9.625,1021,68,33,20,21,176,176,176,0,6,11.5,météo défavorable,19:32:00,04:12:00,22
2020-05-28,27,21,18,21,27,23,3.5,81,9.75,1019,64.625,28,19,21,116,353,296,0,5,11.5,météo correcte,19:33:00,04:11:00,22
2020-05-29,28,22,24,22,27,26,15.7,84,8.5,1011,89,30,20,22,353,356,356,0,6,9.5,météo défavorable,19:34:00,04:10:00,22
2020-05-30,21,17,25,17,20,20,6,78,9.875,1010,63.875,23,17,17,122,116,353,0,4,11.5,météo correcte,19:35:00,04:10:00,19
2020-05-31,16,9,20,9,14,15,2.6,54,9.875,1018,48.625,16,7,6,116,116,176,0,3,13.5,météo correcte,19:36:00,04:09:00,11
2020-06-01,16,9,18,10,15,15,1.2,60,9.875,1020,54.5,16,7,9,116,119,176,0,3,12.5,météo correcte,19:37:00,04:08:00,9
2020-06-02,16,10,9,11,16,15,1,80,9.75,1016,59.875,16,11,11,116,176,353,0,3,12.5,météo correcte,19:37:00,04:08:00,10
2020-06-03,20,14,19,14,18,20,3.1,83,8.25,1007,86.625,20,15,13,122,176,176,0,4,9.6,météo défavorable,19:38:00,04:07:00,14
2020-06-04,22,12,20,12,20,22,0,81,10,1009,17.25,25,13,11,119,116,116,0,5,14.5,météo favorable,19:39:00,04:07:00,12
2020-06-05,27,16,14,17,24,27,0,82,10,1011,25.625,27,17,17,122,116,116,0,6,13.5,météo favorable,19:40:00,04:07:00,16
2020-06-06,24,18,23,19,22,22,16,90,9,1007,78.75,25,18,19,353,176,176,0,5,9.6,météo très défavorable,19:40:00,04:06:00,19
2020-06-07,22,12,14,12,19,22,0.3,68,10,1015,48,23,9,11,176,176,116,0,5,11.6,météo favorable,19:41:00,04:06:00,13
2020-06-08,22,13,12,13,20,20,0,56,10,1018,14.25,24,10,11,116,116,116,0,5,14.5,météo favorable,19:42:00,04:06:00,14
2020-06-09,18,15,8,15,17,18,0.8,70,8,1015,77.625,18,13,15,266,119,176,0,4,9.6,météo défavorable,19:42:00,04:05:00,16
2020-06-10,23,14,17,14,21,21,1.4,79,8.375,1017,33.625,25,17,14,116,353,263,0,5,12.5,météo correcte,19:43:00,04:05:00,14
2020-06-11,25,20,35,21,25,23,15.7,89,8.625,1014,78.125,26,20,21,356,356,176,0,5,9.6,météo défavorable,19:43:00,04:05:00,21
